key,title,description,issue_type,priority,status,created,updated,resolutiondate,anomaly_class,ml_text,project
YUNIKORN-3302,turn off web UI v2,"The web UI v2 has stalled.

Turning off the web UI in both master as well as the 1.9.0 release for new",Task,Blocker,Resolved,2026-06-18T02:16:08.000+0000,2026-06-18T05:10:26.000+0000,2026-06-18T05:10:26.000+0000,2,turn off web ui v2 the web ui v2 has stalled turning off the web ui in both master as well as the 1 9 0 release for new task blocker resolved yunikorn,YUNIKORN
HIVE-29672,Split column statistics from ObjectStore,,Sub-task,Major,Open,2026-06-18T02:13:53.000+0000,2026-06-18T02:16:33.000+0000,Not resolved,0,split column statistics from objectstore sub task major open hive,HIVE
ARTEMIS-6123,Management Console not available after upgrading to Artemis 2.54.0,"After upgrading from Artemis 2.53.0 to 2.54.0, the embedded web server fails to start when the Artemis service is started on Windows.

 

This appears to be due to the upgrade of Jetty:

 Artemis 2.54.0 — Hawtio console fails on Windows (503)
  - Root cause: Jetty upgraded from 12.1.7 → 12.1.9 introduced a regression in Windows file URI → java.nio.Path conversion. URI.getPath()       
  returns /C:/... (leading slash), which is invalid on Windows.
  - Workaround: Swap Jetty JARs back to 12.1.7 (from Artemis 2.53.0).",Bug,Major,Resolved,2026-06-18T01:59:07.000+0000,2026-06-18T02:09:48.000+0000,2026-06-18T02:09:48.000+0000,1,management console not available after upgrading to artemis 2 54 0 after upgrading from artemis 2 53 0 to 2 54 0 the embedded web server fails to start when the artemis service is started on windows this appears to be due to the upgrade of jetty artemis 2 54 0 hawtio console fails on windows 503 root cause jetty upgraded from 12 1 7 12 1 9 introduced a regression in windows file uri java nio path conversion uri getpath returns c leading slash which is invalid on windows workaround swap jetty jars back to 12 1 7 from artemis 2 53 0 bug major resolved artemis,ARTEMIS
ATLAS-5326,Enforce Atlas authorization on AdminResource REST endpoints,"{{AdminResource}} exposes many administrative REST APIs under {{{}/api/atlas/admin{}}}. Several endpoints were added over time without calling {{{}AtlasAuthorizationUtils.verifyAccess(){}}}, so any authenticated user could invoke them without the appropriate Atlas admin or entity privilege.

A smaller set of endpoints are intentionally operational or UI-facing and should remain accessible to any authenticated user (Spring Security authentication only), without an additional Atlas privilege check.

Some endpoints already had {{verifyAccess()}} (export, import, audits). This work aligns the remaining sensitive endpoints with that pattern.",Bug,Major,In Progress,2026-06-18T00:19:06.000+0000,2026-06-18T00:44:41.000+0000,Not resolved,2,enforce atlas authorization on adminresource rest endpoints adminresource exposes many administrative rest apis under api atlas admin several endpoints were added over time without calling atlasauthorizationutils verifyaccess so any authenticated user could invoke them without the appropriate atlas admin or entity privilege a smaller set of endpoints are intentionally operational or ui facing and should remain accessible to any authenticated user spring security authentication only without an additional atlas privilege check some endpoints already had verifyaccess export import audits this work aligns the remaining sensitive endpoints with that pattern bug major in progress atlas,ATLAS
SPARK-57517,schema_of_json throws ClassCastException instead of proper error on non-string literal input,"Calling {{schema_of_json}} with a non-string literal (e.g., {{{}SELECT schema_of_json(42){}}}) throws a {{ClassCastException}} during analysis instead of a clear, user-facing error message.

The root cause is that {{SchemaOfJson.checkInputDataTypes()}} references a lazy val {{json = child.eval().asInstanceOf[UTF8String]}} before validating that the input type is {{{}StringType{}}}. When the child is an integer literal, the {{asInstanceOf[UTF8String]}} cast fails with a {{{}ClassCastException{}}}.

The companion functions {{schema_of_csv}} and {{schema_of_xml}} were fixed for the same issue in SPARK-52234, but {{schema_of_json}} was missed.

*Steps to reproduce:*
{{SELECT schema_of_json(42);}}
 
{*}Expected:{*}{{{}{}}}

{{DATATYPE_MISMATCH.UNEXPECTED_INPUT_TYPE}}
 analysis error (same behavior as 
{{schema_of_csv(42)}}
)
*Actual:*
{{ClassCastException: class java.lang.Integer cannot be cast to class org.apache.spark.unsafe.types.UTF8String}}
 ",Bug,Minor,Open,2026-06-17T23:59:20.000+0000,2026-06-18T00:03:05.000+0000,Not resolved,2,schema of json throws classcastexception instead of proper error on non string literal input calling schema of json with a non string literal e g select schema of json 42 throws a classcastexception during analysis instead of a clear user facing error message the root cause is that schemaofjson checkinputdatatypes references a lazy val json child eval asinstanceof utf8string before validating that the input type is stringtype when the child is an integer literal the asinstanceof utf8string cast fails with a classcastexception the companion functions schema of csv and schema of xml were fixed for the same issue in spark 52234 but schema of json was missed steps to reproduce select schema of json 42 expected datatype mismatch unexpected input type analysis error same behavior as schema of csv 42 actual classcastexception class java lang integer cannot be cast to class org apache spark unsafe types utf8string bug minor open spark,SPARK
RATIS-2564,Add an executor and terminalReply to stream read,"- In ReadStreamManagement, use an executor to process stream read query.
- Add also a terminalReply at the end of stream.",Sub-task,Major,Open,2026-06-17T23:19:57.000+0000,2026-06-17T23:19:57.000+0000,Not resolved,0,add an executor and terminalreply to stream read in readstreammanagement use an executor to process stream read query add also a terminalreply at the end of stream sub task major open ratis,RATIS
CASSANDRA-21470,CEP 45 - Bulk import can create a stream with no SSTables,"To determine which SSTables to stream for bulk import, we filter based off of the interval tree we construct with shard ranges. However, it is possible that there are false positives. An example would be with a shard range of [3,8] and a SSTable containing two elements 1 and 9 with a range of [1,9]. In this case, when we compute the SSTable sections, we end up not streaming any SSTables. This causes exceptions to be thrown in the bulk import path. ",Bug,Normal,Triage Needed,2026-06-17T22:53:17.000+0000,2026-06-17T23:28:15.000+0000,Not resolved,2,cep 45 bulk import can create a stream with no sstables to determine which sstables to stream for bulk import we filter based off of the interval tree we construct with shard ranges however it is possible that there are false positives an example would be with a shard range of 3 8 and a sstable containing two elements 1 and 9 with a range of 1 9 in this case when we compute the sstable sections we end up not streaming any sstables this causes exceptions to be thrown in the bulk import path bug normal triage needed cassandra,CASSANDRA
SPARK-57516,Update Data Source V2 docs for ViewCatalog and TableViewCatalog,,Documentation,Major,Open,2026-06-17T22:51:37.000+0000,2026-06-17T22:52:19.000+0000,Not resolved,0,update data source v2 docs for viewcatalog and tableviewcatalog documentation major open spark,SPARK
IMPALA-15109,Add ninja to the toolchain,"The ninja build system provides easy ways to limit link concurrency. This is useful for building LLVM. It is also useful for building Impala with all its backend tests. Ninja is easy to get on Ubuntu, but it is harder to get for Redhat variants.

We should go ahead and add ninja to the toolchain. Since it is useful in the toolchain for building LLVM, publishing it allows it to be used anywhere for Impala too.",Task,Major,Open,2026-06-17T22:46:04.000+0000,2026-06-17T22:46:04.000+0000,Not resolved,0,add ninja to the toolchain the ninja build system provides easy ways to limit link concurrency this is useful for building llvm it is also useful for building impala with all its backend tests ninja is easy to get on ubuntu but it is harder to get for redhat variants we should go ahead and add ninja to the toolchain since it is useful in the toolchain for building llvm publishing it allows it to be used anywhere for impala too task major open impala,IMPALA
SPARK-57515,Surface MALFORMED_CSV_RECORD instead of ArrayIndexOutOfBoundsException when CSV header exceeds maxColumns,"When reading a CSV file with {{header=true}} and the header row contains more columns than {{maxColumns}} (default: {{{}20480{}}}, user-configurable), Spark throws an internal {{java.lang.ArrayIndexOutOfBoundsException}} instead of returning a structured {{MALFORMED_CSV_RECORD}} error.

This occurs because CSV header validation paths invoke Univocity parsing APIs directly without the malformed-record handling introduced for data rows.

*Affected Code Paths*

The issue affects all CSV read paths that validate headers:
 # *Non-multiLine file read*

 ** {{CSVHeaderChecker}} calls {{tokenizer.parseLine(header)}} directly.

 # *MultiLine file read*

 ** {{CSVHeaderChecker}} calls {{tokenizer.parseNext()}} directly.

 # *Dataset[String] csv()*

 ** {{CSVHeaderChecker}} creates a new {{CsvParser}} and calls {{parser.parseLine(line)}} directly.

In all three cases, a header exceeding {{maxColumns}} surfaces a raw {{{}ArrayIndexOutOfBoundsException{}}}.

*Background*

SPARK-57195 (merged 2026-06-14) fixed the same {{ArrayIndexOutOfBoundsException}} issue for CSV data rows by converting parser failures into {{MALFORMED_CSV_RECORD}} errors.

The SPARK-57195 discussion explicitly noted:
{quote}Header rows are out of scope from this PR. A header over maxColumns still surfaces the raw AIOOBE (CSVHeaderChecker), a pre-existing gap.
{quote}
As a result, header parsing remains inconsistent with data row parsing.

*Expected Behavior*

When the header row exceeds {{{}maxColumns{}}}, Spark should fail with a structured {{MALFORMED_CSV_RECORD}} error, consistent with data row handling.

*Actual Behavior*

Spark throws:

 

{{java.lang.ArrayIndexOutOfBoundsException}}

originating from Univocity parser internals.

*Steps to Reproduce*

 

{{import java.nio.file.\{Files, Paths}
import java.nio.charset.StandardCharsets

val path = ""/tmp/test_header.csv""

Files.write(
  Paths.get(path),
  ""a,b,c\n1,2,3\n"".getBytes(StandardCharsets.UTF_8)
)

spark.read
  .option(""header"", ""true"")
  .option(""maxColumns"", ""2"")
  .csv(path)
  .collect()}}

*Result*

 

{{java.lang.ArrayIndexOutOfBoundsException}}

*Expected Result*

A Spark {{MALFORMED_CSV_RECORD}} error indicating that the CSV record exceeds the configured {{maxColumns}} limit.",Bug,Minor,Open,2026-06-17T22:44:47.000+0000,2026-06-17T22:58:48.000+0000,Not resolved,2,surface malformed csv record instead of arrayindexoutofboundsexception when csv header exceeds maxcolumns when reading a csv file with header true and the header row contains more columns than maxcolumns default 20480 user configurable spark throws an internal java lang arrayindexoutofboundsexception instead of returning a structured malformed csv record error this occurs because csv header validation paths invoke univocity parsing apis directly without the malformed record handling introduced for data rows affected code paths the issue affects all csv read paths that validate headers non multiline file read csvheaderchecker calls tokenizer parseline header directly multiline file read csvheaderchecker calls tokenizer parsenext directly dataset string csv csvheaderchecker creates a new csvparser and calls parser parseline line directly in all three cases a header exceeding maxcolumns surfaces a raw arrayindexoutofboundsexception background spark 57195 merged 2026 06 14 fixed the same arrayindexoutofboundsexception issue for csv data rows by converting parser failures into malformed csv record errors the spark 57195 discussion explicitly noted quote header rows are out of scope from this pr a header over maxcolumns still surfaces the raw aioobe csvheaderchecker a pre existing gap quote as a result header parsing remains inconsistent with data row parsing expected behavior when the header row exceeds maxcolumns spark should fail with a structured malformed csv record error consistent with data row handling actual behavior spark throws java lang arrayindexoutofboundsexception originating from univocity parser internals steps to reproduce import java nio file files paths import java nio charset standardcharsets val path tmp test header csv files write paths get path a b c n1 2 3 n getbytes standardcharsets utf 8 spark read option header true option maxcolumns 2 csv path collect result java lang arrayindexoutofboundsexception expected result a spark malformed csv record error indicating that the csv record exceeds the configured maxcolumns limit bug minor open spark,SPARK
